x1,x2,u,x3,x4,lo,p,y,lo1,lo2,p1,p2,p3,y1,y2,x3a,eps,ycts
0.47009787882515,0.0336295029174111,0.2458384975718,0.219553838861159,0,0.921530427541373,0.715353838207442,1,2.77950300654836,1.11818429515993,0.115901057673958,0.743009963948891,0.141088978377151,2,0,1,-0.728197602853901,0.467820798389549
0.374337926048955,0.120749989513787,0.42292126123214,0.151239960948229,3,1.35968585969104,0.795708636941209,1,2.13510173565446,0.805807477852561,0.266936341824367,0.579650934794891,0.153412723380742,2,0,2,0.0630987211911776,1.73265650911239
0.525733926255774,0.294327670625174,0.750452501735689,0.940214295468537,18,2.89423656891853,0.947560793461095,1,2.21995269314757,-0.256310934609438,0.644184688861429,0.328225736650926,0.0275895744876458,2,0,2,0.838474918835675,8.37350707274741
0.132552168785504,0.826783784947332,0.883310140252944,0.158949548487935,18,4.48650614392507,0.988865458311327,1,-0.950142679699981,-0.5138292795192,0.989031896040633,0.00430629436535716,0.00666180959400942,1,0,3,-0.506499980099632,5.35646840404434
0.0764016393561991,0.522718520260924,0.84446711703283,0.301923988964682,7,2.21903485053049,0.901945871457218,1,-0.262549003357975,0.581641624547572,0.782413193147593,0.0654181097155722,0.152168697136835,2,0,3,0.162768583784631,3.59037923055672
0.941134728714964,0.411228702760116,0.0197897881642477,0.697202462087066,6,3.11875310362321,0.957659698343399,1,3.53085280657951,0.851408406733562,0.382618140209934,0.577747644329647,0.0396342154604195,1,0,3,1.09230987520401,6.14750939570041
0.592859784167647,0.392366381617488,0.664320265092851,0.864149677837315,15,3.09866903535044,0.956837810674179,1,2.19433999181812,0.0301664343230295,0.689035456731306,0.278930790215781,0.0320337530529135,1,0,3,-0.473557886332111,6.49648369458246
0.580327690582961,0.0536329325032012,0.772966608094096,0.627708570467117,5,1.29384560820841,0.784797386979856,1,3.16041196482224,0.827262518359359,0.12356055650294,0.798949491050809,0.0774899524462514,2,0,3,-0.383971716535341,3.18674755045537
0.179403479017538,0.980681675926441,0.717841131216138,0.969725063066187,3,2.73112692274821,0.938838577885858,1,-1.22443111170917,1.4300329505147,0.774364331687834,0.0148275129952133,0.210808155316953,1,0,1,2.00465037321452,7.6545923932835
0.987698894544849,0.286686508829416,0.29284666781473,0.750910384429282,3,2.48454693114866,0.923051377037476,1,4.09073605169115,1.147126819422,0.160094661490941,0.797876956050316,0.0420283824587435,2,0,1,0.172595151229459,4.58639821672099
0.80431842395177,0.874402760962425,0.856557500273065,0.176667783277597,19,6.05517734751322,0.997659803284677,1,1.5940654129198,-0.593065418120595,0.987317110170821,0.0114030326293183,0.00127985719986004,1,0,3,-1.09862937218118,5.78449792352823
0.873842328602373,0.382679007279761,0.706888620505106,0.264499021614333,16,4.3312226574297,0.98701925775716,1,3.34733229257021,-0.372080737372893,0.72310808768796,0.270336734027752,0.0065551782842887,1,0,3,-0.755238514032555,4.87745889397234
0.829280334047112,0.171943884806693,0.206517745398972,0.59015465417919,16,3.28423766833511,0.963884093760163,1,3.80128968176837,-0.261936701708732,0.369561291681644,0.61978250457217,0.010656203746186,1,0,1,-0.198117452176965,5.9455146140211
0.487419736850163,0.103148903558301,0.376621606629254,0.987412134935743,14,1.79687404943949,0.857767989019797,1,2.64023223672575,0.119493293357446,0.284817385864769,0.661960847099901,0.0532217670353304,2,0,3,0.54619177364715,7.00214572242114
0.27510925593138,0.644552848913574,0.952885710889324,0.859942316502718,14,3.12393474210076,0.957869303817303,1,0.166778476984796,0.191109370479753,0.904803071391371,0.0470194362862911,0.0481774923223377,3,1,1,0.0527261213474267,6.99676802461411
0.0132105914868573,0.275411833362907,0.936310076162545,0.996567879049762,15,1.45608880401267,0.810933738538657,1,0.226606865858709,0.0671368978656077,0.648600741248931,0.189679422767828,0.161719835983241,3,1,1,1.50988595841884,8.0636238537808
0.880671140984493,0.605840338262697,0.736557171251193,0.992560674437856,4,3.08630262231922,0.956324192414262,1,2.70516354914988,1.2477404217846,0.542850200161764,0.370811680584442,0.0863381192537932,2,0,2,-1.2767933565461,4.59324048427736
0.466421760099438,0.697484841339057,0.894578166544701,0.0175219414194854,15,4.60777610279656,0.990124523001835,1,0.77323251638058,-0.316867818955493,0.971933937311864,0.0210046585745827,0.00706140411355297,1,0,3,-0.544870050228411,4.3690872168076
0.0658986313353386,0.0852628550156732,0.683906848473244,0.969385492604819,0,-0.481799664887122,0.381827250722835,0,1.00780596029433,1.50600846005633,0.078524600823828,0.348283773009068,0.573191626167104,3,1,1,1.16931990943127,4.31390072861241
0.483368121304228,0.611883576412513,0.118077576088193,0.221965867819033,6,3.28042110402696,0.963750997772884,1,1.09782175597937,0.663953828012645,0.843306424092923,0.0950811784111933,0.0616123974958838,1,0,2,-0.74345106390039,2.82958181368596
0.990453469907366,0.0659830320063193,0.853369856339044,0.0410763516068475,3,2.53777968422684,0.926748241101102,1,4.76386478361051,0.737033933805004,0.09588918403477,0.888272256469585,0.0158385594956449,2,0,1,-0.41404420485919,1.43160438388136
0.328382078606085,0.179791800166033,0.858228824301748,0.0589124193755072,5,1.73722713833476,0.850334517918323,1,1.77415291392624,0.574404159729262,0.425492359387437,0.441497680635903,0.133009959976661,2,0,3,1.48497820163427,3.34968113869894
0.397047637860536,0.502512362246963,0.392091358864424,0.532883446906258,2,2.0687489155557,0.88782842749651,1,1.08065346470125,1.19206981401487,0.559144109908355,0.20816099371453,0.232694896377114,1,0,2,-0.574528697794639,2.8261940052786
0.569852065004107,0.835157419459386,0.604104701640859,0.413732065268664,13,4.63144432311771,0.990353285315268,1,0.773936001638267,0.115655387499179,0.96894010707482,0.0204645573376772,0.0105953355875029,1,0,2,-0.331303425020748,5.75005967470812
0.279849445371482,0.520019095534937,0.46288678898068,0.921729002415005,1,1.39802717493277,0.801870644374224,1,0.559340494881116,1.49086927509124,0.395324680043524,0.170890110625354,0.433785209331122,2,0,3,-0.885779797026772,3.3992948466596
0.384120417390735,0.213507022253927,0.346373660582751,0.281203057943707,7,1.92755884359954,0.872978974512905,0,1.89596060280116,0.493978284535335,0.453032047166201,0.438940832671693,0.108027120162106,1,0,1,-0.956980369494641,2.09776326623507
0.0152270434088682,0.503430330025168,0.70506665092132,0.317724762363807,18,3.12302031452943,0.957832385997506,1,-0.449382816440031,-0.515280036311805,0.948419922287255,0.0266394774225389,0.0249406002902056,1,0,2,-0.485251916147919,5.09001007440271
0.230477481523094,0.155744986753015,0.617387143900347,0.289463994822218,3,1.03872592848301,0.738604098326151,1,1.45467496583333,0.883668244099362,0.296544568293699,0.449504812026741,0.253950619679559,2,0,3,-0.312645265853411,1.69771417364237
0.616928975523492,0.0611591948577718,0.383504446717214,0.82187494147324,12,1.89546059414706,0.869376891273133,1,3.28423831752065,0.226227269451063,0.192369204626332,0.771390082872488,0.0362407125011796,2,0,3,0.758005025428484,6.36287721508724
0.389356660780045,0.730152808939411,0.042167620232351,0.389248470578857,17,4.37992327779947,0.987628647879909,1,0.36696821630195,-0.322837562475719,0.973567553154629,0.0176019933288326,0.0088304535165386,1,0,2,0.821132551652198,7.23854024204764
